-- DTU dataset for estimating relative camera pose (Training data)
10 33 18 0.951531 0.283930 -0.074469 -0.091798 -0.403024 0.041028 -0.914270
34 38 2 0.909301 -0.024171 -0.389828 -0.143600 0.585707 0.803314 -0.107859
34 46 44 0.975459 0.105682 0.189595 0.036936 0.371047 -0.840101 -0.395670
17 24 54 0.987279 0.108692 0.097726 0.062582 -0.215648 -0.898231 -0.382985
25 26 30 0.992872 0.008775 0.101200 0.062340 0.703582 -0.671561 0.232331
3 37 67 0.867686 0.329390 -0.249543 -0.276319 0.211520 0.785198 -0.582000
19 35 61 0.926161 0.212144 0.275253 0.146480 -0.326526 -0.860042 -0.392058
32 49 30 0.953951 0.107365 0.273757 0.059218 0.699911 -0.438403 -0.563851
8 38 30 0.920936 0.257545 -0.214705 -0.198618 0.329651 0.732735 -0.595340
46 48 1 0.979455 0.005701 0.199196 0.030911 0.881065 -0.471383 -0.039007
3 8 59 0.978864 0.075682 -0.090162 -0.167239 -0.399419 0.606160 -0.687775
10 34 48 0.936740 0.270699 -0.158414 -0.155386 -0.275640 0.393127 -0.877196
26 30 33 0.969478 0.111758 0.200555 0.086025 0.673337 -0.572830 -0.467423
22 44 34 0.944115 0.207135 0.247482 0.067042 -0.197554 -0.807091 -0.556396
34 36 52 0.977072 -0.012706 -0.199432 -0.073460 0.192061 0.902462 -0.385583
10 44 33 0.902161 0.364031 -0.173867 -0.152830 -0.126521 0.495576 -0.859300
17 37 69 0.967683 0.181005 -0.137528 -0.109142 0.078973 0.600587 -0.795649
6 39 49 0.920874 0.386600 -0.003694 -0.050172 -0.316644 0.645400 -0.695123
19 24 63 0.915016 0.125954 0.309583 0.225920 0.155442 -0.980480 -0.120403
12 27 77 0.972042 0.077819 -0.169935 -0.142127 -0.630355 0.182256 -0.754609
42 46 69 0.919016 0.012047 0.389385 0.060364 0.581911 -0.813182 -0.010746
8 40 32 0.892395 0.354453 -0.214837 -0.178439 0.295105 0.759973 -0.579097
25 47 8 0.956666 0.205212 0.200461 0.049938 0.216732 -0.630429 -0.745376
40 42 39 0.979573 0.006661 0.198650 0.030494 -0.081159 -0.916121 0.392601
17 19 32 0.961459 -0.027600 -0.199551 -0.187123 0.721801 0.675650 -0.149998
3 16 74 0.979240 0.191372 -0.027642 -0.060845 -0.711023 -0.145199 -0.688014
33 43 33 0.972643 0.088889 -0.204479 -0.065210 0.048177 0.725245 -0.686803
28 31 64 0.988093 0.091186 -0.106157 -0.063938 -0.544196 0.012120 -0.838871
22 37 75 0.993774 0.096213 -0.044430 -0.034377 -0.104328 0.286956 -0.952246
13 26 28 0.976258 0.080041 -0.154004 -0.129602 -0.538538 0.322493 -0.778444
25 27 56 0.971828 0.017654 0.200023 0.123407 0.872267 -0.488626 0.019871
26 45 50 0.974309 0.192217 -0.100120 -0.061248 -0.202151 0.192762 -0.960197
18 41 51 0.955085 0.293237 -0.009870 -0.041569 -0.311824 0.306468 -0.899357
22 45 3 0.912983 0.205913 0.337386 0.101153 -0.015627 -0.853567 -0.520749
20 41 48 0.959694 0.205774 0.186269 0.044150 -0.616616 -0.564496 -0.548752
25 31 68 0.966681 0.112010 0.211422 0.091003 0.563459 -0.717396 -0.409705
16 24 42 0.994974 0.096914 -0.013065 -0.021534 -0.497280 -0.265974 -0.825815
13 32 31 0.963784 0.180121 -0.155954 -0.119810 -0.384449 0.148511 -0.911122
18 39 66 0.934372 0.272906 -0.189815 -0.128227 0.435475 0.660821 -0.611292
3 4 75 0.967014 -0.031070 -0.103499 -0.230665 0.546164 0.756498 -0.359743
6 7 58 0.984620 0.020227 0.100607 0.141396 -0.276480 -0.913317 0.299016
9 40 15 0.837739 0.318824 -0.357074 -0.262759 0.619972 0.700407 -0.353644
7 17 29 0.979980 0.115947 0.112062 0.116784 -0.431338 -0.863247 -0.262205
4 40 2 0.864851 0.452144 -0.142278 -0.165394 -0.008382 0.844020 -0.536246
10 44 38 0.902161 0.364031 -0.173867 -0.152830 -0.126521 0.495576 -0.859300
14 32 29 0.979150 0.193648 -0.038481 -0.047793 -0.329502 -0.251935 -0.909922
20 44 39 0.856347 0.201423 0.452858 0.144978 -0.116129 -0.947711 -0.297251
36 44 9 0.972793 0.107594 0.201258 0.039896 0.042853 -0.958059 -0.283348
10 35 53 0.911450 0.253587 -0.240352 -0.217217 -0.001628 0.633429 -0.773799
8 17 37 0.995028 0.098390 -0.003123 -0.015103 -0.678368 -0.195189 -0.708320
19 37 34 0.973259 0.204693 0.097757 0.036224 -0.650494 -0.293813 -0.700379
9 23 3 0.965444 0.175896 -0.128502 -0.143057 -0.281188 0.502801 -0.817389
30 31 75 0.994260 -0.005782 -0.100203 -0.037052 -0.767845 0.466200 -0.439398
14 32 20 0.979150 0.193648 -0.038481 -0.047793 -0.329502 -0.251935 -0.909922
14 33 3 0.968966 0.183847 -0.128954 -0.103330 -0.347422 0.208057 -0.914336
18 23 59 0.984511 0.110158 0.113744 0.075269 -0.372627 -0.866544 -0.332041
9 16 29 0.994151 0.094732 -0.028053 -0.043621 -0.658212 -0.139087 -0.739873
10 17 37 0.931778 0.056213 -0.231319 -0.274082 0.195676 0.776030 -0.599574
11 44 18 0.855537 0.332086 -0.317283 -0.238971 0.134828 0.619954 -0.772967
25 42 70 0.939088 0.174415 -0.269285 -0.123203 0.288665 0.723729 -0.626809
16 33 40 0.972084 0.204715 0.106780 0.041752 -0.189317 -0.658538 -0.728345
17 41 21 0.945062 0.280164 -0.134260 -0.101688 0.066860 0.587156 -0.806708
18 42 73 0.950797 0.299024 0.081006 0.002625 -0.509072 -0.056392 -0.858875
26 32 76 0.994864 0.100464 0.009930 -0.007314 -0.136817 -0.572167 -0.808645
2 24 69 0.908443 0.245195 -0.207043 -0.267849 -0.273488 0.543110 -0.793874
36 40 74 0.976137 0.089545 -0.188190 -0.061009 0.517867 0.708833 -0.478925
42 45 31 0.954101 0.009492 0.295813 0.045783 0.468679 -0.868820 0.159661
4 20 75 0.920116 0.251024 -0.180996 -0.240029 0.264261 0.789800 -0.553517
28 29 63 0.990308 0.105352 0.085455 0.029798 0.587524 -0.545385 -0.597805
32 45 56 0.988069 0.094688 -0.114028 -0.041840 -0.273523 0.385217 -0.881359
8 22 49 0.973977 0.182667 -0.085446 -0.103447 -0.312741 0.474686 -0.822719
23 32 21 0.927879 0.116866 0.322746 0.145661 0.470463 -0.813878 -0.340979
11 26 45 0.965712 0.177177 -0.126321 -0.141601 -0.531249 0.026115 -0.846813
11 14 37 0.988224 0.086198 -0.077350 -0.100005 -0.705870 -0.127667 -0.696742
40 41 6 0.994892 0.003257 0.099718 0.015343 -0.284495 -0.884623 0.369466
36 46 32 0.911226 0.109091 0.387080 0.089079 0.368180 -0.870000 -0.327938
42 46 42 0.919016 0.012047 0.389385 0.060364 0.581911 -0.813182 -0.010746
6 19 34 0.992512 0.106083 0.045402 0.040061 -0.800214 -0.188147 -0.569436
33 46 67 0.990805 0.103109 0.087005 0.010156 0.256937 -0.757143 -0.600598
23 34 10 0.982945 0.109461 0.137462 0.054239 -0.027756 -0.930591 -0.365008
38 41 72 0.987590 0.104742 0.115717 0.017451 -0.455076 -0.771289 -0.444993
25 36 39 0.951413 0.075302 -0.263450 -0.140491 0.275946 0.789132 -0.548748
42 43 32 0.994791 0.003590 0.100692 0.015444 0.116716 -0.927465 0.355226
15 45 11 0.954874 0.292524 -0.021717 -0.046613 -0.263937 0.002394 -0.964537
11 27 28 0.978790 0.190973 -0.040894 -0.061865 -0.387626 -0.469461 -0.793317
18 36 77 0.976470 0.202738 0.070937 0.019255 -0.553932 -0.312517 -0.771682
36 44 5 0.972793 0.107594 0.201258 0.039896 0.042853 -0.958059 -0.283348
13 14 25 0.990297 -0.013112 -0.101022 -0.094519 -0.611309 0.640280 -0.465127
16 17 20 0.990226 -0.013752 -0.101728 -0.094418 0.161855 0.901384 -0.401635
3 38 77 0.829405 0.303800 -0.321240 -0.341465 0.557369 0.723646 -0.407034
1 11 9 0.982013 0.078040 -0.080428 -0.151958 -0.811627 -0.277402 -0.514111
34 45 63 0.990238 0.103233 0.092922 0.011725 0.132486 -0.814967 -0.564159
44 46 8 0.979629 0.005596 0.198389 0.030610 0.647669 -0.749083 0.139279
4 9 64 0.962937 0.124717 0.123550 0.204778 -0.056810 -0.984724 -0.164596
21 43 61 0.939330 0.207104 0.263573 0.072775 -0.347582 -0.812443 -0.468105
2 8 1 0.901267 0.039634 -0.210506 -0.376608 0.241150 0.779657 -0.577912
17 23 28 0.995103 0.098347 0.004133 -0.008947 -0.529083 -0.288831 -0.797902
23 35 24 0.993764 0.103046 0.041931 0.007495 -0.327601 -0.608871 -0.722464
14 45 43 0.942745 0.280212 -0.146096 -0.106627 -0.175144 0.306841 -0.935507
33 47 25 0.976436 0.105721 0.184714 0.035738 0.505462 -0.733395 -0.454577
8 36 23 0.954156 0.286558 -0.047417 -0.072270 -0.417990 0.339343 -0.842693
6 22 71 0.952705 0.213585 0.168587 0.135323 -0.681183 -0.592137 -0.430539
3 18 34 0.929667 0.150000 -0.185390 -0.280801 0.093080 0.761448 -0.641509
9 40 55 0.837739 0.318824 -0.357074 -0.262759 0.619972 0.700407 -0.353644
3 18 52 0.929667 0.150000 -0.185390 -0.280801 0.093080 0.761448 -0.641509
33 46 43 0.990805 0.103109 0.087005 0.010156 0.256937 -0.757143 -0.600598
8 16 43 0.985694 0.112353 0.088632 0.089046 -0.278658 -0.906447 -0.317339
18 35 46 0.961687 0.208617 0.161247 0.075077 -0.429856 -0.684665 -0.588606
26 46 50 0.979732 0.198472 -0.005618 -0.026511 -0.147474 -0.233665 -0.961068
22 40 39 0.970734 0.189195 -0.128922 -0.072523 0.282155 0.547237 -0.787985
43 46 31 0.954413 0.008620 0.294850 0.045671 0.618860 -0.783538 0.055503
9 40 31 0.837739 0.318824 -0.357074 -0.262759 0.619972 0.700407 -0.353644
26 43 14 0.933912 0.173418 -0.284943 -0.128616 0.169183 0.698037 -0.695788
9 24 40 0.978668 0.190637 -0.043088 -0.063329 -0.552059 -0.014073 -0.833686
9 41 9 0.872060 0.340647 -0.277460 -0.215608 0.346944 0.750114 -0.562990
3 36 38 0.895940 0.351299 -0.174897 -0.208067 -0.141662 0.687642 -0.712096
4 21 58 0.944422 0.270454 -0.105404 -0.154311 -0.232522 0.698191 -0.677099
37 44 40 0.944866 0.109480 0.301459 0.066067 0.063704 -0.984406 -0.163972
22 33 62 0.923662 0.118021 0.332173 0.150267 0.320453 -0.914897 -0.245507
11 26 44 0.965712 0.177177 -0.126321 -0.141601 -0.531249 0.026115 -0.846813
17 39 28 0.897952 0.252057 -0.309681 -0.185058 0.687104 0.644447 -0.335525
7 38 7 0.951385 0.282649 -0.077344 -0.094835 -0.173327 0.615023 -0.769223
14 46 57 0.953369 0.289747 -0.055984 -0.063247 -0.221696 0.007055 -0.975090
41 44 2 0.954032 0.010079 0.296034 0.045660 0.299286 -0.918176 0.259580
12 31 63 0.957622 0.176371 -0.182400 -0.136322 -0.420070 0.060489 -0.905473
25 44 62 0.976052 0.193384 -0.082922 -0.055211 -0.167678 0.222068 -0.960505
27 46 14 0.972442 0.190591 -0.116316 -0.067101 -0.243387 0.142246 -0.959442
5 19 5 0.978986 0.201266 0.028295 0.016645 -0.771708 0.227281 -0.593979
9 42 46 0.897449 0.359200 -0.194835 -0.166133 0.048143 0.680765 -0.730918
25 34 72 0.991502 0.094330 -0.074984 -0.049014 -0.315138 0.264145 -0.911546
8 16 68 0.985694 0.112353 0.088632 0.089046 -0.278658 -0.906447 -0.317339
47 48 26 0.994908 0.002899 0.099553 0.015435 0.903891 -0.415327 0.102395
2 3 23 0.967181 -0.030662 -0.102923 -0.230279 0.059778 0.876606 -0.477482
8 41 50 0.910843 0.370046 -0.130771 -0.127790 -0.042888 0.677992 -0.733817
32 46 57 0.994778 0.099330 -0.016530 -0.016673 -0.135295 -0.261609 -0.955644
22 42 46 0.977467 0.202272 0.060296 -0.002998 -0.382266 -0.268916 -0.884057
11 34 71 0.889023 0.242022 -0.292310 -0.256159 -0.007293 0.592041 -0.805875
32 49 69 0.953951 0.107365 0.273757 0.059218 0.699911 -0.438403 -0.563851
18 41 33 0.955085 0.293237 -0.009870 -0.041569 -0.311824 0.306468 -0.899357
27 31 59 0.994945 0.099677 -0.000109 -0.012184 -0.113819 -0.557935 -0.822042
17 24 55 0.987279 0.108692 0.097726 0.062582 -0.215648 -0.898231 -0.382985
2 10 31 0.991707 0.088301 -0.041676 -0.083569 -0.764652 -0.355322 -0.537638
26 44 29 0.958959 0.183859 -0.193648 -0.095366 -0.056049 0.522659 -0.850698
35 39 56 0.915272 0.073949 -0.380447 -0.109860 0.685869 0.726157 -0.047746
8 19 19 0.955945 0.064706 -0.182734 -0.220433 0.539599 0.702916 -0.463403
23 34 77 0.982945 0.109461 0.137462 0.054239 -0.027756 -0.930591 -0.365008
24 26 74 0.971741 0.017371 0.200483 0.123385 0.740976 -0.661935 0.113127
9 10 4 0.984320 0.019288 0.101978 0.142625 0.716464 -0.656207 0.236792
32 48 5 0.977582 0.105771 0.178800 0.034300 0.615668 -0.601223 -0.509396
15 43 1 0.931463 0.272295 -0.201291 -0.133096 0.035733 0.582321 -0.812173
19 36 53 0.955258 0.209440 0.187519 0.091946 -0.558160 -0.663070 -0.498794
6 8 55 0.938524 0.039876 0.198791 0.279402 0.228400 -0.937950 0.260929
37 44 45 0.944866 0.109480 0.301459 0.066067 0.063704 -0.984406 -0.163972
15 25 21 0.994459 0.095136 -0.029133 -0.033938 -0.500254 -0.248438 -0.829473
35 38 62 0.948589 -0.018328 -0.296515 -0.109184 0.564946 0.814331 -0.133045
47 49 38 0.979670 0.005725 0.198173 0.030694 0.945552 -0.300389 -0.125295
28 30 32 0.994900 0.098849 -0.010286 -0.017209 -0.106159 -0.553670 -0.825942
2 22 7 0.813628 0.192831 -0.346731 -0.424975 0.497186 0.692935 -0.522157
22 34 17 0.957864 0.115097 0.241229 0.105157 0.083918 -0.974405 -0.208548
23 37 10 0.981154 0.086632 -0.149968 -0.085676 0.284840 0.700988 -0.653821
18 39 33 0.934372 0.272906 -0.189815 -0.128227 0.435475 0.660821 -0.611292
16 36 5 0.962063 0.177439 -0.164944 -0.125474 0.025016 0.607960 -0.793574
38 39 54 0.991665 0.095886 -0.079408 -0.033179 0.426837 0.422732 -0.799442
11 33 19 0.921399 0.260301 -0.211863 -0.195909 -0.252742 0.369986 -0.893998
8 16 31 0.985694 0.112353 0.088632 0.089046 -0.278658 -0.906447 -0.317339
9 43 16 0.913669 0.374270 -0.109599 -0.114539 -0.212066 0.492628 -0.844006
15 33 75 0.980024 0.196139 -0.011246 -0.030928 -0.351004 -0.262414 -0.898852
14 24 19 0.952449 0.069875 -0.230208 -0.186984 -0.066288 0.708509 -0.702581
37 45 20 0.908643 0.109686 0.392661 0.090300 0.230590 -0.950126 -0.209974
9 25 15 0.978367 0.201525 0.043423 0.017300 -0.423259 -0.555033 -0.716093
15 45 28 0.954874 0.292524 -0.021717 -0.046613 -0.263937 0.002394 -0.964537
18 23 4 0.984511 0.110158 0.113744 0.075269 -0.372627 -0.866544 -0.332041
15 42 2 0.905265 0.257240 -0.289350 -0.174929 0.302418 0.709192 -0.636859
16 24 19 0.994974 0.096914 -0.013065 -0.021534 -0.497280 -0.265974 -0.825815
18 23 48 0.984511 0.110158 0.113744 0.075269 -0.372627 -0.866544 -0.332041
7 9 75 0.937700 0.039249 0.200457 0.281062 0.557583 -0.807467 0.192608
11 14 21 0.988224 0.086198 -0.077350 -0.100005 -0.705870 -0.127667 -0.696742
23 40 52 0.948345 0.177768 -0.237692 -0.111996 0.521129 0.681432 -0.513882
9 18 68 0.944483 0.060221 -0.207327 -0.247673 0.379235 0.761575 -0.525532
37 40 46 0.991115 0.095830 -0.085463 -0.034702 0.330494 0.478091 -0.813758
1 15 72 0.895575 0.134779 -0.236172 -0.352140 -0.371362 0.530646 -0.761909
29 31 58 0.977146 -0.011495 -0.199019 -0.073786 -0.696303 0.430360 -0.574415
21 42 23 0.962845 0.205910 0.170555 0.037981 -0.489621 -0.611469 -0.621592
37 38 47 0.994248 -0.006040 -0.100293 -0.037101 0.532571 0.818693 -0.214732
36 39 19 0.951781 0.082493 -0.282881 -0.085359 0.691669 0.698545 -0.183379
25 41 16 0.906066 0.162098 -0.358669 -0.155323 0.514025 0.756157 -0.404975
13 28 2 0.994157 0.102120 0.032466 0.013035 0.195709 -0.786167 -0.586207
32 45 74 0.988069 0.094688 -0.114028 -0.041840 -0.273523 0.385217 -0.881359
26 31 28 0.987843 0.106700 0.105903 0.039572 0.412170 -0.757949 -0.505597
36 46 55 0.911226 0.109091 0.387080 0.089079 0.368180 -0.870000 -0.327938
12 27 37 0.972042 0.077819 -0.169935 -0.142127 -0.630355 0.182256 -0.754609
24 43 34 0.977504 0.194113 -0.066026 -0.049467 -0.141043 0.230845 -0.962714
22 41 23 0.979128 0.196644 -0.034603 -0.037972 -0.131949 0.219291 -0.966696
14 46 29 0.953369 0.289747 -0.055984 -0.063247 -0.221696 0.007055 -0.975090
15 34 59 0.973186 0.187018 -0.101992 -0.086777 -0.318188 0.240670 -0.916970
41 43 29 0.979373 0.006998 0.199607 0.030598 0.115853 -0.931429 0.344989
36 43 58 0.988825 0.104850 0.104974 0.014573 -0.158098 -0.849632 -0.503120
1 9 8 0.865255 0.028488 -0.244195 -0.436910 0.030594 0.768749 -0.638818
26 35 64 0.947718 0.075316 -0.273901 -0.145385 0.112355 0.761534 -0.638313
44 47 43 0.954061 0.008367 0.295976 0.045778 0.742963 -0.667036 -0.055400
38 42 65 0.970328 0.107635 0.212289 0.042568 -0.307522 -0.937097 -0.165165
34 40 13 0.912881 0.073432 -0.385901 -0.111068 0.577042 0.794083 -0.190931
7 37 12 0.955481 0.293412 0.007459 -0.030178 -0.531648 0.292471 -0.794865
16 34 60 0.979862 0.198501 0.016075 -0.014441 -0.394717 -0.285935 -0.873178
16 41 74 0.916418 0.262097 -0.256938 -0.159578 0.363579 0.708318 -0.605058
23 43 21 0.978398 0.201587 0.044992 -0.008691 -0.301818 -0.271443 -0.913906
1 2 10 0.967233 -0.030147 -0.102293 -0.230406 -0.438792 0.765580 -0.470478
28 31 77 0.988093 0.091186 -0.106157 -0.063938 -0.544196 0.012120 -0.838871
14 45 5 0.942745 0.280212 -0.146096 -0.106627 -0.175144 0.306841 -0.935507
23 38 45 0.957814 0.077179 -0.243777 -0.131180 0.590094 0.721843 -0.361568
44 45 12 0.994891 0.002881 0.099733 0.015367 0.498450 -0.816425 0.291544
23 32 63 0.927879 0.116866 0.322746 0.145661 0.470463 -0.813878 -0.340979
9 15 33 0.990266 0.108300 0.063200 0.060410 -0.155879 -0.912471 -0.378282
35 42 57 0.990010 0.094874 -0.097313 -0.037541 0.097490 0.522878 -0.846814
13 27 13 0.992165 0.091694 -0.061199 -0.058784 -0.552506 -0.293955 -0.779953
18 22 17 0.994734 0.100368 0.020424 0.003772 -0.583567 -0.289184 -0.758830
11 33 32 0.921399 0.260301 -0.211863 -0.195909 -0.252742 0.369986 -0.893998
5 21 15 0.951141 0.300117 0.062335 0.037087 -0.788296 0.203021 -0.580837
14 28 58 0.978660 0.112413 0.142063 0.096985 0.645885 -0.643330 -0.411046
6 18 37 0.973079 0.118966 0.135464 0.143576 -0.589374 -0.781457 -0.204849
3 22 77 0.914562 0.247555 -0.194175 -0.254145 -0.024323 0.733280 -0.679492
7 40 74 0.918464 0.379530 -0.066976 -0.088857 -0.167988 0.664870 -0.727824
47 48 54 0.994908 0.002899 0.099553 0.015435 0.903891 -0.415327 0.102395
26 43 21 0.933912 0.173418 -0.284943 -0.128616 0.169183 0.698037 -0.695788
25 44 6 0.976052 0.193384 -0.082922 -0.055211 -0.167678 0.222068 -0.960505
5 20 76 0.955762 0.289148 -0.015011 -0.051828 -0.484877 0.617066 -0.619777
3 36 35 0.895940 0.351299 -0.174897 -0.208067 -0.141662 0.687642 -0.712096
31 47 48 0.994703 0.098902 -0.021560 -0.017852 -0.149898 -0.279933 -0.948245
4 7 15 0.990162 0.085476 -0.050158 -0.098776 -0.452252 0.542395 -0.708008
7 38 64 0.951385 0.282649 -0.077344 -0.094835 -0.173327 0.615023 -0.769223
14 33 75 0.968966 0.183847 -0.128954 -0.103330 -0.347422 0.208057 -0.914336
9 35 23 0.947759 0.279320 -0.103278 -0.114312 -0.329264 0.380643 -0.864116
33 43 22 0.972643 0.088889 -0.204479 -0.065210 0.048177 0.725245 -0.686803
7 36 21 0.948557 0.300865 0.092270 0.034724 -0.667562 -0.116257 -0.735422
19 21 54 0.993938 0.102367 0.036581 0.016421 -0.653895 -0.258880 -0.710917
36 39 24 0.951781 0.082493 -0.282881 -0.085359 0.691669 0.698545 -0.183379
17 43 60 0.953518 0.297188 0.047866 -0.013811 -0.410841 -0.041895 -0.910744
10 16 4 0.971308 0.074518 -0.143347 -0.174527 -0.325281 0.604938 -0.726803
8 40 12 0.892395 0.354453 -0.214837 -0.178439 0.295105 0.759973 -0.579097
5 21 26 0.951141 0.300117 0.062335 0.037087 -0.788296 0.203021 -0.580837
11 27 17 0.978790 0.190973 -0.040894 -0.061865 -0.387626 -0.469461 -0.793317
23 41 27 0.968342 0.187470 -0.145003 -0.078372 0.212755 0.573709 -0.790945
2 10 41 0.991707 0.088301 -0.041676 -0.083569 -0.764652 -0.355322 -0.537638
16 17 19 0.990226 -0.013752 -0.101728 -0.094418 0.161855 0.901384 -0.401635
40 43 73 0.953974 0.010141 0.296257 0.045421 0.118736 -0.928950 0.350646
2 22 15 0.813628 0.192831 -0.346731 -0.424975 0.497186 0.692935 -0.522157
10 11 36 0.984409 0.018787 0.101250 0.142601 0.914024 -0.377661 0.148092
18 43 45 0.936574 0.301867 0.171712 0.047114 -0.514827 -0.381251 -0.767855
18 24 60 0.960433 0.118659 0.205610 0.145647 0.011052 -0.982788 -0.184407
14 43 10 0.893009 0.252228 -0.320755 -0.189820 0.235442 0.685148 -0.689304
12 27 39 0.972042 0.077819 -0.169935 -0.142127 -0.630355 0.182256 -0.754609
4 5 43 0.967153 -0.031908 -0.102783 -0.230290 0.889473 0.434071 -0.142900
1 9 36 0.865255 0.028488 -0.244195 -0.436910 0.030594 0.768749 -0.638818
16 42 61 0.938940 0.275921 -0.168589 -0.117633 0.063194 0.592721 -0.802925
24 34 16 0.994276 0.102006 0.031671 0.002581 -0.243409 -0.607717 -0.755931
15 25 71 0.994459 0.095136 -0.029133 -0.033938 -0.500254 -0.248438 -0.829473
14 45 44 0.942745 0.280212 -0.146096 -0.106627 -0.175144 0.306841 -0.935507
9 35 4 0.947759 0.279320 -0.103278 -0.114312 -0.329264 0.380643 -0.864116
5 19 13 0.978986 0.201266 0.028295 0.016645 -0.771708 0.227281 -0.593979
8 15 75 0.957372 0.123231 0.177939 0.191284 0.272198 -0.938726 -0.211428
24 36 74 0.979281 0.085222 -0.159885 -0.090459 0.130109 0.710471 -0.691594
15 44 40 0.947957 0.283964 -0.112209 -0.090285 -0.178634 0.330092 -0.926892
8 23 39 0.980358 0.195856 0.000400 -0.023218 -0.610020 -0.077132 -0.788623
25 47 48 0.956666 0.205212 0.200461 0.049938 0.216732 -0.630429 -0.745376
15 32 5 0.975607 0.203026 0.079599 0.025195 -0.099504 -0.619464 -0.778693
8 42 49 0.919924 0.382052 -0.045171 -0.075738 -0.328817 0.463514 -0.822821
24 42 49 0.965697 0.185631 -0.160933 -0.084089 0.128757 0.581934 -0.802979
34 38 21 0.909301 -0.024171 -0.389828 -0.143600 0.585707 0.803314 -0.107859
14 27 71 0.993075 0.103659 0.049062 0.025500 0.138545 -0.830699 -0.539207
8 9 26 0.984201 0.019688 0.102429 0.143070 0.425157 -0.855224 0.296366
36 45 3 0.946829 0.108960 0.295711 0.064792 0.229930 -0.939138 -0.255249
1 2 38 0.967233 -0.030147 -0.102293 -0.230406 -0.438792 0.765580 -0.470478
8 23 55 0.980358 0.195856 0.000400 -0.023218 -0.610020 -0.077132 -0.788623
29 30 38 0.994280 -0.005760 -0.099964 -0.037158 -0.875136 0.288163 -0.388715
18 24 72 0.960433 0.118659 0.205610 0.145647 0.011052 -0.982788 -0.184407
6 20 68 0.980211 0.196300 -0.001927 -0.025484 -0.485663 0.400141 -0.777187
21 24 24 0.937398 0.028342 0.295293 0.182441 0.407935 -0.887607 0.213875
3 4 72 0.967014 -0.031070 -0.103499 -0.230665 0.546164 0.756498 -0.359743
37 42 49 0.988267 0.104762 0.110015 0.015835 -0.308731 -0.825631 -0.472249
24 41 37 0.944006 0.175414 -0.253495 -0.117566 0.408450 0.717639 -0.564059
12 31 31 0.957622 0.176371 -0.182400 -0.136322 -0.420070 0.060489 -0.905473
25 32 47 0.986343 0.107118 0.116867 0.044678 0.284738 -0.842586 -0.457136
17 34 75 0.967284 0.207049 0.134538 0.058245 -0.303941 -0.682007 -0.665197
46 47 8 0.994793 0.002835 0.100672 0.015646 0.799047 -0.575731 0.173371
11 14 25 0.988224 0.086198 -0.077350 -0.100005 -0.705870 -0.127667 -0.696742
15 32 19 0.975607 0.203026 0.079599 0.025195 -0.099504 -0.619464 -0.778693
